id,recency,frequency,monetary,tenure,returns,channel_online
C02189,44,9,302,66,1,0.31
C04572,31,8,992,97,0,0
C03589,235,2,411,44,1,0.5
C00465,46,6,70,2,0,0.6
C03532,182,5,2459,69,0,0.41
C00158,23,3,219,4,1,0.52
C04844,285,3,2182,46,0,0.65
C01854,39,3,200,1,0,0.56
C03709,212,2,469,36,0,0.24
C02235,28,10,734,43,0,0.15
C03928,49,17,605,65,0,0.11
C03664,19,13,864,38,1,0.12
C01601,256,3,3378,45,0,0.52
C00635,47,15,539,40,0,0.04
C00848,29,14,826,34,1,0
C02708,62,4,64,1,0,0.55
C05132,36,18,354,37,1,0.97
C04764,21,16,341,22,0,0.87
C04256,41,11,1011,37,0,0.11
C02627,35,1,180,4,0,0.53
C02595,18,5,346,2,0,0.39
C03603,58,8,1422,81,1,0.07
C05259,30,9,715,42,0,0.13
C02153,30,8,589,60,0,0.16
C02323,19,13,1497,60,0,0.12
C03251,40,9,544,34,1,1
C03322,21,19,236,21,2,0.96
C01557,26,10,474,75,2,0
C03043,8,12,455,49,2,0.91
C01285,33,12,316,29,1,0.86
C05302,218,3,1419,54,0,0.27
C05230,27,15,982,59,1,0.03
C01487,202,6,818,47,0,0.38
C02980,252,2,3247,40,2,0.46
C01591,26,8,177,44,2,0.88
C00468,38,16,772,55,1,0.08
C01606,23,7,740,99,1,0.05
C04369,6,18,964,65,2,0
C02083,16,13,636,81,0,0
C03352,41,2,200,5,0,0.58
C04221,41,1,84,4,0,0.34
C05666,45,14,684,99,0,0.13
C01421,23,3,143,4,0,0.43
C00640,35,15,168,20,0,0.98
C00808,33,15,313,19,2,0.82
C03197,244,4,1069,42,0,0.32
C04630,16,14,649,35,1,0.07
C05011,13,13,261,4,3,0.9
C04658,46,7,267,57,1,0.09
C03498,31,10,785,58,1,0.1
C04870,252,2,2115,51,0,0.37
C00015,30,24,304,40,5,1
C01942,24,16,392,34,2,1
C03955,273,3,2421,59,2,0.24
C03021,50,10,605,86,1,0
C00408,59,5,170,5,2,0.6
C00017,21,13,171,31,0,1
C00135,11,9,568,54,1,0.12
C04757,229,1,2196,40,2,0.5
C00788,34,6,624,50,0,0.04
C05071,18,18,361,42,0,1
C00832,312,2,2396,55,0,0.33
C04646,19,12,1048,54,0,0.03
C02610,10,19,90,38,3,0.81
C05253,48,10,979,40,0,0
C04296,39,5,734,40,0,0.07
C03472,10,14,683,40,0,0.09
C02840,60,9,616,34,0,0.31
C00826,50,12,401,57,1,0
C02743,63,9,435,54,0,0
C04499,23,14,1739,81,1,0.12
C02868,12,25,272,37,4,0.89
C01079,54,4,213,6,0,0.59
C02825,40,8,693,67,2,0
C02326,50,10,365,40,1,0.92
C01152,211,3,1171,34,1,0.3
C02361,67,2,168,6,1,0.6
C04067,238,3,2414,46,0,0.43
C05037,13,9,476,62,0,0.17
C00302,34,22,254,23,3,0.67
C01639,5,11,199,28,2,0.85
C02577,180,5,1454,39,0,0.38
C04463,24,13,720,59,1,0.21
C02162,13,18,194,35,2,0.85
C05490,84,3,131,2,0,0.55
C02998,168,5,1966,61,0,0.18
C01803,239,3,1655,31,0,0.34
C04219,35,4,166,7,1,0.67
C04191,16,8,519,78,0,0.17
C04509,23,8,869,81,0,0.08
C04343,60,2,212,3,0,0.42
C04628,17,16,666,73,0,0.29
C00077,219,3,3355,26,0,0.36
C05003,12,15,913,35,3,0.79
C05956,38,13,515,34,0,0.2
C01971,212,4,1685,56,0,0.49
C04502,35,8,240,31,4,0.98
C02407,55,5,497,61,0,0.07
C02044,26,17,207,19,2,1
C02193,47,12,1441,69,1,0
C05373,26,2,86,7,2,0.43
C02604,40,10,749,53,0,0
C03089,16,14,637,23,0,0.11
C05919,45,1,44,4,0,0.68
C00238,174,4,1501,36,1,0.29
C03367,20,7,1092,66,0,0.12
C03163,42,21,251,45,1,0.94
C00447,0,22,248,16,5,0.82
C04275,31,8,413,57,0,0.13
C03778,24,12,1050,63,0,0.01
C03124,33,6,113,5,0,0.53
C03096,12,2,1887,55,0,0.29
C03926,29,13,1698,46,4,0.11
C03039,36,4,352,2,0,0.6
C02199,298,1,1446,53,0,0.32
C01170,26,14,606,41,0,0.06
C01043,10,14,263,57,3,1
C04217,30,5,776,93,0,0.09
C00500,289,2,1170,45,1,0.4
C04537,47,14,461,29,3,0.93
C04603,33,17,666,42,0,0
C04001,30,8,548,60,0,0
C05909,22,22,217,19,4,0.93
C03202,15,10,1269,59,1,0.13
C05733,28,13,713,86,1,0.38
C00271,157,1,1469,36,0,0.44
C01905,40,14,844,86,1,0.11
C03241,8,2,222,6,0,0.54
C00243,25,7,198,45,1,0.71
C04680,189,2,821,44,0,0.24
C05150,7,9,925,74,1,0.13
C04544,28,5,357,44,1,1
C04315,32,9,167,3,3,0.78
C04771,42,11,970,48,0,0.03
C00838,194,4,2115,51,0,0.32
C00783,53,9,732,49,0,0
C05062,214,5,2598,52,0,0.39
C03806,9,10,586,46,1,0
C00380,28,11,944,78,1,0
C05913,173,3,1556,70,0,0.44
C00636,228,3,3192,58,0,0.35
C04449,11,9,176,6,2,1
C03940,239,3,3357,68,0,0.3
C03730,16,15,765,61,1,0.03
C00780,16,12,946,47,0,0.11
C04857,42,10,328,52,0,0.19
C05963,219,3,1457,19,2,0.44
C00827,4,12,725,67,0,0.09
C01603,27,20,137,27,1,1
C01502,0,4,242,8,0,0.63
C01769,48,12,643,25,0,0
C03113,45,11,469,79,0,0.04
C04832,17,7,529,94,2,0.2
C05758,2,19,255,44,1,0.61
C05205,32,8,692,70,0,0
C01229,39,3,300,4,0,0.45
C02717,21,5,239,10,0,0.54
C01946,50,5,116,6,0,0.44
C03868,24,12,996,59,1,0.1
C04370,161,1,1195,44,0,0.31
C05767,2,12,794,32,0,0.31
C00871,34,12,147,38,0,0.96
C03342,126,4,4205,26,0,0.2
C02412,281,4,1182,33,0,0.29
C05412,76,9,982,58,0,0.23
C05710,173,1,2943,58,0,0.29
C02453,223,5,1332,53,0,0.42
C02399,31,10,746,47,2,0.22
C03230,24,9,196,40,2,0.85
C00606,56,11,381,43,0,0.22
C03131,198,3,1993,45,0,0.4
C03850,10,13,1237,69,1,0.25
C04526,201,1,445,50,1,0.27
C05395,10,18,353,35,1,0.77
C01729,249,3,1877,63,1,0.28
C00571,17,13,1143,63,0,0.06
C00528,27,10,412,33,1,0.11
C00484,19,13,265,39,0,0.79
C03385,36,21,165,36,0,0.62
C04612,11,9,335,8,2,0.98
C02965,207,1,1113,44,0,0.35
C05858,0,8,583,77,0,0
C00068,11,14,768,55,2,0.2
C01205,196,5,5928,70,1,0.6
C02643,35,13,655,64,1,0.39
C02480,19,10,849,59,0,0.22
C02916,52,9,288,31,1,1
C05458,158,4,3508,47,1,0.19
C04813,34,11,1438,70,0,0
C05899,8,5,177,4,0,0.5
C02272,3,14,966,43,1,0.19
C04383,6,5,252,9,0,0.36
C00252,33,14,547,83,0,0.17
C04936,15,10,819,47,1,0
C04953,35,13,769,51,1,0.19
C03520,42,8,506,71,0,0.07
C03538,15,5,121,26,4,0.67
C02346,156,4,2750,45,2,0.32
C03400,246,3,1784,25,1,0.17
C05907,24,3,133,6,0,0.54
C03588,47,4,182,2,0,0.51
C05694,34,14,1223,60,0,0.16
C02648,36,8,1053,58,1,0.11
C00470,210,3,2038,9,1,0.4
C05830,50,12,492,49,4,0.73
C04897,24,10,522,76,2,0.16
C00010,26,3,786,32,0,0.16
C05145,28,9,683,70,1,0
C03471,31,8,192,32,1,1
C01435,24,16,213,21,1,0.74
C05569,15,10,320,28,4,0.72
C00733,28,13,660,52,1,0
C04500,0,13,573,17,1,0.77
C03738,49,17,1771,30,1,0.8
C03466,13,12,258,57,0,0.3
C01849,18,9,719,95,0,0.02
C02149,176,2,760,41,0,0.16
C00555,14,1,174,3,0,0.89
C05577,147,2,1208,46,1,0.5
C00005,48,13,446,48,1,0
C02280,16,25,226,41,1,1
C02054,30,12,1040,63,1,0.42
C03976,44,3,208,8,1,0.61
C03807,29,6,197,33,0,0.85
C03428,170,2,2548,33,0,0.3
C01209,40,9,495,65,0,0.26
C04352,32,12,726,90,0,0.01
C05810,22,11,564,72,1,0
C04039,48,9,331,36,1,0.78
C01319,41,12,938,56,2,0.04
C04704,30,5,202,5,0,0.55
C05408,47,14,1016,68,0,0.04
C02544,9,4,583,4,1,0.63
C00709,176,2,1498,57,0,0.14
C01340,33,5,452,1,0,0.35
C00731,226,2,2577,35,1,0.54
C01752,25,14,154,20,1,0.82
C01004,44,13,697,47,1,0
C03256,19,16,594,61,1,0.05
C00561,32,2,142,7,0,0.61
C03014,36,4,199,5,0,0.66
C01131,21,9,298,18,2,0.84
C03266,26,15,257,38,0,1
C04620,27,10,667,98,0,0.11
C00183,27,11,447,34,0,0.83
C03674,28,6,219,4,0,0.74
C01033,42,14,272,30,1,0.86
C03512,6,4,87,5,1,0.86
C05094,0,13,412,40,0,0.06
C02393,7,4,199,6,1,0.56
C00053,9,7,152,5,0,0.71
C04491,282,4,1155,49,1,0.38
C04730,17,17,303,16,2,1
C05098,17,9,330,100,0,0.09
C01846,31,1,288,8,2,0.66
C04310,31,1,102,4,1,0.38
C02071,225,3,446,51,0,0.48
C05141,16,14,275,9,2,0.79
C04452,164,3,3000,37,1,0.35
C05843,23,14,179,41,2,0.77
C04716,12,12,460,63,0,0.13
C00198,16,15,405,66,0,0.02
C01368,20,15,244,42,1,0.94
C03659,34,19,278,18,1,1
C04903,225,7,957,32,0,0.49
C05764,55,3,286,1,1,0.33
C02076,48,13,1029,50,2,0.01
C01927,225,3,887,55,2,0.34
C05443,212,4,823,40,0,0.21
C01766,44,12,968,91,1,0.17
C03454,18,5,1328,56,0,0
C05989,58,1,98,2,0,0.44
C01437,38,12,771,66,1,0.17
C04758,31,9,908,81,2,0.06
C03362,10,15,319,23,1,0.86
C00366,20,12,282,31,3,0.91
C04469,25,8,303,32,2,0.74
C03841,19,5,140,3,0,0.55
C01180,39,12,866,91,0,0.08
C02389,28,11,778,43,0,0
C04534,47,8,801,54,0,0.05
C04243,256,4,1499,44,1,0.43
C05968,48,4,229,1,0,0.52
C05226,11,12,460,21,3,0.93
C03434,20,13,570,60,0,0
C00590,45,10,602,59,0,0.24
C01197,58,14,794,76,0,0.11
C04445,127,3,1326,52,1,0.19
C03234,16,11,1648,91,2,0
C01999,28,18,148,42,3,1
C01822,6,19,602,21,2,1
C01768,29,13,421,89,0,0
C01887,46,2,165,4,0,0.35
C03989,39,7,1257,70,1,0.04
C00376,7,10,161,22,1,1
C03698,23,13,525,32,0,0.82
C00155,33,11,628,79,0,0.02
C02150,290,2,1371,34,0,0.25
C05266,189,3,3550,41,0,0.47
C04420,143,2,3863,66,0,0.31
C03951,8,3,324,3,0,0.52
C00739,186,2,1979,76,0,0.37
C05192,47,4,135,2,0,0.79
C01488,69,4,147,3,0,0.42
C01375,42,9,569,75,0,0.3
C01373,50,8,661,56,2,0.32
C05852,25,8,211,39,1,0.86
C02663,30,8,1614,93,1,0.09
C05642,5,11,865,59,2,0.18
C01994,31,11,1106,68,1,0
C04127,7,3,780,77,0,0.21
C03359,201,3,1006,28,0,0.31
C02046,250,1,3381,47,2,0.58
C03462,3,13,530,29,1,0
C02855,0,8,855,61,0,0.21
C00797,39,11,313,30,2,0.89
C00694,190,3,1448,46,0,0.24
C03874,21,17,237,17,1,0.9
C01910,285,4,3010,33,0,0.37
C05008,231,2,1724,48,1,0.35
C03473,48,7,931,72,1,0.08
C05716,37,18,399,20,1,1
C01279,26,17,179,37,2,0.98
C00854,21,10,407,35,1,0.86
C05523,267,6,3640,63,1,0.46
C03525,30,17,701,54,1,0.14
C00182,34,10,598,31,0,0.93
C00262,318,2,1846,41,1,0.47
C01977,17,16,436,81,1,0.32
C04114,14,12,469,80,0,0.24
C00955,48,11,515,63,0,0
C05249,32,13,771,74,1,0.04
C04188,26,2,197,5,0,0.33
C05125,37,10,605,61,2,0.14
C01576,23,5,245,5,0,0.36
C02742,156,3,2935,51,0,0.35
C04688,258,1,1195,67,1,0.35
C01870,27,14,334,35,1,1
C00756,30,2,133,4,0,0.46
C04144,22,11,607,60,0,0.24
C02552,76,1,1723,7,0,0.36
C00264,59,3,1723,44,0,0.42
C04174,44,11,559,46,1,0.08
C05087,25,17,394,12,1,1
C01485,206,3,2660,64,0,0.58
C03059,36,12,295,41,1,0.97
C02448,9,10,926,53,1,0.14
C04120,40,11,709,98,0,0.23
C00199,25,13,959,73,0,0.13
C04709,7,3,133,3,1,0.6
C05701,40,12,533,55,1,0
C00661,44,16,312,53,0,0.01
C05805,5,9,219,1,3,0.31
C01286,32,10,597,71,0,0
C03784,53,3,469,4,0,0.81
C01899,40,14,443,50,1,0
C03768,18,17,226,25,3,0.92
C01139,274,3,1912,58,0,0.45
C05442,51,1,576,2,0,0.64
C03019,28,7,386,66,1,0.31
C04901,40,8,764,77,0,0.18
C03567,200,4,2587,52,0,0.38
C02593,16,17,813,67,0,0
C03149,45,7,566,43,1,0.22
C03927,53,4,316,2,2,0.39
C00326,41,6,196,5,0,0.63
C03416,18,19,457,33,1,0.85
C03502,20,7,1201,67,0,0
C00277,37,22,106,39,1,0.81
C00023,18,13,337,22,1,0.89
C00936,44,8,1072,68,1,0
C05336,35,9,340,35,1,0.85
C00758,52,3,115,2,0,0.53
C03271,28,8,220,20,0,1
C05089,22,17,271,28,1,0.76
C04196,341,3,4983,54,2,0.39
C02347,60,1,127,5,0,0.56
C01740,59,3,95,2,0,0.53
C05437,47,9,1676,76,3,0.25
C02436,35,13,1203,69,0,0.03
C03109,43,15,1174,43,0,0.1
C05566,21,10,695,84,0,0.08
C00169,127,4,3475,50,0,0.39
C04501,35,11,422,72,0,0.13
C03294,43,9,992,47,1,0
C01457,15,10,1063,70,1,0
C01063,38,17,691,75,0,0
C03974,127,2,1116,35,0,0.61
C01035,14,4,228,31,0,1
C00855,51,11,645,40,1,0.03
C01964,7,13,373,34,1,0.87
C02185,7,18,328,44,2,0.91
C02951,134,2,461,57,0,0.32
C04829,282,4,614,50,1,0.44
C00312,103,5,927,35,0,0.49
C05330,52,1,300,6,0,0.51
C03776,35,12,1265,44,0,0.09
C03545,30,22,246,14,3,0.99
C05147,9,15,346,28,1,1
C05736,180,3,2052,49,0,0.49
C03162,259,5,1014,43,0,0.38
C04326,53,14,1228,20,0,0.12
C05331,282,2,519,47,0,0.2
C02720,29,7,503,54,0,0.17
C02121,21,23,255,44,4,0.96
C04066,36,14,320,23,1,0.97
C04339,23,12,616,78,0,0
C02947,265,5,2756,39,0,0.4
C01276,6,11,501,70,0,0.1
C04923,22,13,576,25,0,0
C02754,13,2,142,5,1,0.64
C03478,23,13,619,72,1,0.33
C05571,43,3,199,4,0,0.44
C02794,14,15,160,32,4,0.84
C04861,65,2,100,4,0,0.56
C04627,0,4,427,7,0,0.74
C02964,22,11,869,66,1,0
C02953,33,18,449,29,3,1
C02177,305,5,487,66,0,0.33
C05773,49,8,557,23,1,0.14
C05061,35,7,220,49,0,0.9
C05542,44,10,657,50,0,0.1
C00790,57,1,168,1,0,0.58
C02322,48,10,617,79,1,0.02
C05728,26,11,678,66,0,0.13
C05196,221,5,2975,61,0,0.38
C01727,147,5,1179,53,0,0.37
C00088,0,13,691,87,1,0.01
C00311,172,1,674,20,0,0.54
C01815,17,9,1532,49,0,0.15
C03747,47,5,219,3,0,0.61
C02467,20,18,1061,84,3,0.06
C00551,24,8,154,56,2,0.71
C03134,36,11,411,56,1,0.08
C04722,15,13,962,40,1,0
C01781,45,15,639,28,2,1
C04845,151,1,1337,43,1,0.48
C04865,221,2,929,54,0,0.48
C03650,5,13,472,43,3,0.83
C01190,19,15,698,55,1,0.01
C01084,10,9,312,35,2,1
C00836,21,11,192,24,0,0.94
C05724,37,12,1278,41,1,0.09
C01060,22,10,182,3,2,0.64
C02332,65,3,127,2,0,0.58
C00564,19,18,268,14,1,1
C02055,0,2,168,4,0,0.47
C05678,46,5,430,44,1,0.12
C00678,43,11,554,44,0,0
C04057,28,13,507,19,1,1
C00462,56,2,183,4,0,0.5
C02172,21,7,305,82,1,0.25
C03296,143,5,2160,35,1,0.42
C01607,18,15,959,51,0,0.08
C01167,21,15,254,37,0,0.93
C03237,24,8,660,51,0,0
C05883,32,3,349,4,0,0.63
C00529,26,13,303,18,0,1
C04125,17,5,923,77,0,0.1
C04590,187,3,880,48,0,0.19
C02270,48,3,771,57,1,0.09
C01500,27,11,719,59,0,0.12
C04124,49,10,587,77,1,0.38
C01750,25,12,972,58,1,0.22
C03665,35,14,973,88,0,0.2
C01784,40,9,779,26,2,0.13
C02406,186,2,2534,26,1,0.37
C02894,45,4,197,4,0,0.49
C04621,19,13,875,40,1,0.37
C01416,24,10,497,69,3,0
C00884,27,13,362,43,1,0.95
C02353,19,15,111,22,2,0.99
C01267,2,6,272,3,0,0.56
C03327,15,4,207,2,1,0.76
C01831,25,12,854,68,1,0.08
C00477,28,10,604,79,0,0.03
C02646,209,2,1346,95,0,0.33
C02144,35,14,486,74,0,0.22
C04341,54,9,387,66,0,0
C03846,7,12,741,101,2,0.08
C04508,49,10,413,19,4,1
C05467,26,10,135,37,2,0.86
C01974,20,10,294,24,5,0.84
C00786,22,13,256,50,5,0.77
C03564,174,3,1547,57,0,0.5
C03398,15,9,779,64,0,0.15
C00889,195,5,587,49,0,0.48
C03239,237,4,1116,89,0,0.4
C00332,46,14,511,58,0,0.11
C02048,29,3,149,5,1,0.52
C04260,206,2,4836,34,0,0.36
C03063,344,4,2105,21,0,0.28
C04029,57,1,119,3,0,0.48
C04295,203,3,1339,56,0,0.36
C03666,14,16,712,31,1,0.08
C00879,32,8,731,51,3,0
C04279,51,3,192,1,0,0.35
C02574,28,2,112,4,0,0.46
C00816,270,3,1488,63,1,0.3
C00886,47,5,159,5,0,0.63
C03822,32,16,595,79,0,0.12
C05203,37,12,732,44,0,0.08
C00567,8,16,452,32,1,0.95
C05683,53,17,286,37,2,0.9
C05606,265,5,3097,51,0,0.28
C00386,19,15,820,78,2,0.16
C00633,29,15,1019,81,0,0.3
C01916,52,3,144,3,0,0.56
C03481,207,1,9214,69,1,0.22
C02904,161,4,1777,31,1,0.35
C01406,187,1,643,64,0,0.26
C01712,37,2,124,3,0,0.79
C00711,45,15,994,60,1,0.33
C05498,6,4,170,1,0,0.63
C03983,32,15,91,48,4,0.85
C02841,25,14,213,21,2,0.84
C00951,35,10,658,73,1,0.17
C03467,7,7,1324,53,0,0.16
C04418,36,18,673,22,1,0.99
C04586,0,9,903,62,2,0.05
C03653,29,13,852,43,0,0.03
C03233,25,6,135,13,2,0.66
C04248,51,3,178,6,0,0.7
C00458,36,8,175,35,1,1
C02318,27,7,879,62,2,0.34
C03820,27,13,445,77,0,0.31
C01505,71,4,1895,59,1,0.36
C05782,31,13,206,18,3,0.93
C05485,34,4,327,57,0,0.15
C03203,1,14,298,19,1,0.94
C04558,10,12,357,48,3,0.94
C02745,44,14,1137,41,1,0
C05880,16,14,686,73,0,0.38
C00713,81,3,106,3,0,0.59
C03480,53,2,265,3,0,0.7
C05277,57,4,161,3,0,0.54
C05619,279,2,1016,19,0,0.33
C03190,12,8,614,71,0,0.26
C04961,60,15,1091,54,1,0
C03760,27,11,205,14,2,0.85
C05135,34,11,1206,56,0,0
C04513,11,10,446,17,2,0.98
C05138,240,1,1337,59,0,0.45
C05376,30,1,361,4,0,0.51
C05799,222,7,1106,64,0,0.49
C04852,6,8,669,43,0,0.04
C00327,28,12,157,5,1,0.96
C02842,248,4,1272,43,0,0.31
C03566,25,8,924,84,1,0.06
C03931,7,8,1011,69,0,0
C05533,39,12,406,36,0,0.98
C02995,21,10,921,52,1,0
C02791,32,2,307,3,0,0.69
C01429,15,14,516,30,0,0
C02541,87,2,306,5,0,0.47
C00171,36,12,302,23,3,1
C02522,186,3,1911,69,0,0.31
C03773,32,15,377,28,0,1
C01247,58,5,292,3,1,0.6
C01563,16,11,528,49,1,0.23
C00404,38,16,644,53,1,0.15
C05473,14,4,267,15,0,0.88
C01326,52,5,158,3,0,0.47
C04529,38,3,151,1,0,0.56
C05269,46,15,428,48,2,0.18
C01066,173,3,1124,50,0,0.49
C03469,36,13,707,51,0,0.31
C01550,2,8,978,81,0,0.22
C02183,56,12,605,44,1,0.08
C01264,10,12,615,69,0,0.06
C02525,29,15,519,70,0,0.1
C05217,45,4,194,4,0,0.59
C01411,11,7,447,5,0,0.75
C05521,38,5,405,2,0,0.39
C00818,40,7,734,32,0,0.28
C04577,33,7,875,43,0,0.08
C01525,42,10,783,31,0,0
C04622,43,11,1057,51,2,0.33
C01061,81,4,381,3,0,0.36
C04482,20,15,343,55,1,0.13
C02721,27,14,155,26,2,0.99
C01331,36,9,350,22,3,0.98
C01556,46,12,680,49,0,0.19
C02599,20,10,1160,76,1,0.2
C03438,33,6,572,48,1,0.18
C05177,17,9,1010,87,0,0
C03181,208,1,996,62,0,0.39
C02097,161,4,1090,42,0,0.39
C00307,7,11,1065,47,1,0.02
C01107,15,8,297,48,2,0.15
C01656,9,14,716,59,0,0.18
C02184,30,12,739,70,1,0
C01027,22,3,239,2,1,0.38
C04650,24,14,1114,66,1,0.06
C00810,34,12,268,22,0,0.99
C04669,0,8,457,35,1,0.11
C04065,52,8,1531,68,0,0
C05935,21,20,313,23,2,1
C01642,33,12,237,28,0,1
C00357,58,2,87,2,0,0.42
C02289,9,15,234,20,2,0.72
C03555,59,10,618,39,2,0.21
C01677,233,4,1504,55,1,0.28
C01720,50,9,626,85,1,0
C00323,54,8,863,59,0,0.17
C05280,40,12,1031,93,0,0.21
C02404,21,12,971,38,0,0.2
C05980,246,4,6343,37,0,0.53
C00831,27,17,565,69,1,0.08
C03386,50,7,326,26,1,1
C05848,25,11,1657,70,0,0.04
C03151,273,2,888,72,0,0.29
C03054,31,14,463,34,1,0.2
C01776,35,15,1077,47,0,0.1
C03763,0,2,322,4,0,0.66
C04828,274,4,1965,68,1,0.4
C00690,242,2,3288,73,0,0.45
C05366,30,12,917,70,1,0.01
C03439,14,5,1194,35,1,0.35
C05319,50,15,1194,44,1,0.3
C00923,27,10,240,46,0,1
C04331,32,10,1053,43,0,0.15
C02221,72,3,187,2,2,0.47
C02576,15,12,1531,103,1,0.27
C01327,55,9,922,52,0,0.03
C04318,306,3,2210,53,0,0.45
C04959,41,8,436,73,0,0.15
C01288,28,14,823,2,1,0.05
C03965,274,4,720,24,4,0.32
C04167,39,15,850,68,0,0.12
C02703,16,14,356,34,3,0.87
C01812,282,4,1044,66,0,0.44
C05738,38,16,209,19,3,0.84
C03740,29,4,150,3,0,0.55
C05354,27,3,174,4,0,0.65
C05592,184,3,3838,49,0,0.2
C03084,39,13,181,41,0,0.75
C04891,94,3,305,3,0,0.44
C03464,15,2,147,2,1,0.53
C01852,7,2,148,3,0,0.58
C05660,32,13,575,55,0,0.21
C05435,16,14,451,12,7,1
C03091,18,11,602,44,0,0
C03687,32,7,954,62,0,0.16
C05616,62,4,467,5,0,0.72
C02384,38,7,539,53,0,0.14
C04062,25,15,1941,54,0,0.08
C04552,6,6,518,30,0,0.14
C04485,15,14,1147,46,2,0.3
C02226,334,3,1907,29,1,0.42
C04427,180,3,1625,49,1,0.13
C03986,45,2,173,6,1,0.43
C03199,208,2,1226,74,0,0.16
C00216,21,19,153,48,2,0.91
C05604,60,2,257,4,1,0.62
C00920,16,3,191,4,1,0.49
C04841,7,15,156,24,3,0.92
C00018,18,14,608,73,3,0
C01015,36,11,911,55,0,0
C01826,34,12,705,48,0,0.12
C01918,43,9,1068,65,0,0.07
C04631,88,4,262,3,0,0.56
C01245,245,1,2161,52,0,0.5
C02688,78,4,271,6,0,0.61
C02570,183,2,1825,45,3,0.47
C05684,47,17,815,28,0,0.16
C00557,45,9,190,34,4,0.93
C05780,203,3,9052,70,0,0.22
C03201,92,3,132,2,0,0.67
C02233,72,3,278,4,0,0.53
C03278,15,14,1045,49,2,0.32
C02535,28,10,412,40,0,0.81
C00218,34,11,659,45,0,0.07
C02600,78,3,94,6,0,0.54
C05078,80,4,236,6,0,0.53
C04453,61,2,454,5,0,0.55
C05869,28,6,486,59,1,0.29
C03826,45,13,1971,72,2,0.15
C05708,52,16,262,38,3,1
C02094,41,12,939,75,2,0.14
C01583,39,12,767,78,2,0.03
C01873,7,2,110,5,0,0.79
C00864,11,12,721,42,1,0.7
C03915,17,3,103,5,2,0.4
C00082,38,10,855,59,2,0
C01592,19,3,227,6,0,0.6
C04229,37,4,71,2,1,0.62
C03195,285,3,956,72,0,0.17
C00176,75,1,138,6,1,0.54
C02459,43,7,609,92,0,0.16
C02862,49,1,172,5,0,0.65
C04711,17,14,870,45,0,0.06
C01686,254,1,2238,54,1,0.37
C03415,107,3,1574,67,1,0.64
C03727,13,10,353,16,3,0.84
C04661,272,5,1948,25,0,0.24
C03476,183,4,3875,56,0,0.22
C03990,235,5,3039,62,0,0.5
C01019,38,14,795,36,1,0
C02976,24,1,173,6,0,0.63
C04982,30,7,295,31,1,0.98
C05891,39,14,841,67,1,0.21
C02890,26,21,222,33,2,0.92
C03129,19,16,640,71,2,0.11
C04103,206,6,2636,40,0,0.17
C05948,23,9,557,41,1,0.25
C02267,22,8,1090,78,1,0.13
C01348,38,12,315,63,0,0
C05238,78,5,135,3,0,0.7
C01385,26,10,280,56,1,0.9
C02158,18,13,383,40,4,0.83
C03531,26,4,171,5,0,0.77
C02773,38,13,638,86,1,0
C01661,18,12,153,30,6,0.73
C04989,7,3,408,23,2,1
C04393,58,1,363,3,0,0.52
C04246,37,6,278,5,1,0.5
C00328,286,3,1717,71,0,0.25
C00352,352,2,4166,42,0,0.11
C04803,144,2,1058,49,1,0.38
C01523,36,8,145,48,2,1
C00789,63,14,413,51,0,0
C00897,33,4,139,3,0,0.61
C00850,26,11,375,34,1,0.96
C02803,287,1,1253,30,0,0.49
C01018,15,10,1046,56,0,0.3
C02513,4,3,85,2,0,0.57
C02181,30,11,967,59,3,0.34
C05856,7,14,154,36,2,0.97
C04780,43,2,218,5,0,0.47
C04906,28,6,287,28,0,0.97
C05850,49,4,121,5,0,0.67
C02212,47,12,336,51,3,0.81
C05060,35,4,404,4,1,0.66
C01654,11,5,858,53,0,0
C03737,23,8,789,33,2,0.04
C04163,19,15,654,39,1,0.23
C01675,251,3,2778,23,0,0.38
C00471,12,10,151,20,2,0.85
C02087,33,14,603,46,2,0.28
C05265,33,1,147,3,0,0.44
C01713,386,4,479,36,0,0.33
C04084,204,3,3153,45,1,0.45
C00212,42,12,703,79,0,0.21
C01151,54,1,142,1,0,0.64
C01651,40,12,447,48,0,0.07
C05986,235,4,1891,35,0,0.09
C01659,28,1,172,7,1,0.47
C03456,14,21,393,30,3,1
C02737,55,2,85,3,0,0.49
C00267,54,14,416,52,1,0
C05977,47,9,649,59,0,0
C03854,12,12,533,68,1,0.13
C03183,35,14,436,8,0,0.89
C02758,212,5,1822,69,1,0.39
C00992,34,7,480,78,2,0.28
C04386,53,14,1072,70,0,0.1
C01000,97,1,2206,27,0,0.3
C02031,28,17,217,41,0,0.93
C04409,40,16,295,1,2,0.83
C04898,46,9,228,38,2,0.96
C04204,37,18,439,28,3,0.87
C01548,267,3,1233,69,0,0.53
C00869,3,7,412,63,0,0.11
C01993,15,3,326,5,0,0.47
C02275,43,15,453,51,1,0
C04847,35,10,657,62,3,0.1
C05425,0,7,847,48,0,0
C00773,36,5,105,1,0,0.76
C03105,33,15,319,30,2,0.92
C00563,12,4,188,6,0,0.46
C00576,19,7,554,83,1,0.1
C04223,250,2,2720,58,0,0.33
C02202,23,11,515,67,2,0.19
C04736,22,5,132,3,1,0.47
C05111,48,2,126,1,1,0.46
C04889,19,15,353,29,4,0.76
C02140,31,9,837,35,1,0
C04519,127,1,2403,42,0,0.41
